***;Taurus EVB;6;5;R 764;Beroun;Karlstejn;0,6;Forward;Forward;200;3300
***;Ragulin;4;3;N 31 54 597 5 004;Beroun;Karlstejn;0,8;Forward;Forward;5200;3600
***;Desiero DB642 133-3;1;2;Os 8845;Beroun;Karlstejn,hrad;1;Backward;Forward;900;1500
N 31 54 597 5 004;Beroun;Karlstejn;4:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:22:00;;;;;;;;
R 764;Beroun;Karlstejn;4:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;4:24:00;;;;;;;;
R 764;Karlstejn;Beroun;4:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;4:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:28:00;;;;;;;;
R 764;Beroun;Karlstejn;4:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;4:30:00;;;;;;;;
R 764;Karlstejn;Beroun;4:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;4:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:34:00;;;;;;;;
R 764;Beroun;Karlstejn;4:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;4:36:00;;;;;;;;
R 764;Karlstejn;Beroun;4:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;4:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:40:00;;;;;;;;
R 764;Beroun;Karlstejn;4:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;4:42:00;;;;;;;;
R 764;Karlstejn;Beroun;4:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;4:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:46:00;;;;;;;;
R 764;Beroun;Karlstejn;4:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;4:48:00;;;;;;;;
R 764;Karlstejn;Beroun;4:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;4:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:52:00;;;;;;;;
R 764;Beroun;Karlstejn;4:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;4:54:00;;;;;;;;
R 764;Karlstejn;Beroun;4:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;4:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;4:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;4:58:00;;;;;;;;
R 764;Beroun;Karlstejn;4:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:00:00;;;;;;;;
R 764;Karlstejn;Beroun;5:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:04:00;;;;;;;;
R 764;Beroun;Karlstejn;5:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:06:00;;;;;;;;
R 764;Karlstejn;Beroun;5:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:10:00;;;;;;;;
R 764;Beroun;Karlstejn;5:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:12:00;;;;;;;;
R 764;Karlstejn;Beroun;5:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:16:00;;;;;;;;
R 764;Beroun;Karlstejn;5:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:18:00;;;;;;;;
R 764;Karlstejn;Beroun;5:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:22:00;;;;;;;;
R 764;Beroun;Karlstejn;5:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:24:00;;;;;;;;
R 764;Karlstejn;Beroun;5:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:28:00;;;;;;;;
R 764;Beroun;Karlstejn;5:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:30:00;;;;;;;;
R 764;Karlstejn;Beroun;5:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:34:00;;;;;;;;
R 764;Beroun;Karlstejn;5:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:36:00;;;;;;;;
R 764;Karlstejn;Beroun;5:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:40:00;;;;;;;;
R 764;Beroun;Karlstejn;5:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:42:00;;;;;;;;
R 764;Karlstejn;Beroun;5:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:46:00;;;;;;;;
R 764;Beroun;Karlstejn;5:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:48:00;;;;;;;;
R 764;Karlstejn;Beroun;5:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:52:00;;;;;;;;
R 764;Beroun;Karlstejn;5:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;5:54:00;;;;;;;;
R 764;Karlstejn;Beroun;5:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;5:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;5:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;5:58:00;;;;;;;;
R 764;Beroun;Karlstejn;5:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:00:00;;;;;;;;
R 764;Karlstejn;Beroun;6:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:04:00;;;;;;;;
R 764;Beroun;Karlstejn;6:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:06:00;;;;;;;;
R 764;Karlstejn;Beroun;6:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:10:00;;;;;;;;
R 764;Beroun;Karlstejn;6:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:12:00;;;;;;;;
R 764;Karlstejn;Beroun;6:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:16:00;;;;;;;;
R 764;Beroun;Karlstejn;6:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:18:00;;;;;;;;
R 764;Karlstejn;Beroun;6:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:22:00;;;;;;;;
R 764;Beroun;Karlstejn;6:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:24:00;;;;;;;;
R 764;Karlstejn;Beroun;6:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:28:00;;;;;;;;
R 764;Beroun;Karlstejn;6:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:30:00;;;;;;;;
R 764;Karlstejn;Beroun;6:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:33:00;;;;;;;;
